run 0,run 1,run 2
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.556,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-33.1506,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-31.1357,-37.1679,-36.7625
-29.9317,-37.1679,-36.7625
-29.9317,-37.1679,-36.7625
-29.9317,-37.1679,-36.7625
-29.9317,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-37.1679,-36.7625
-27.9168,-33.5436,-33.9491
-27.5113,-33.5436,-33.9491
-27.5113,-33.5436,-33.9491
-27.5113,-33.5436,-32.7451
-27.5113,-33.5436,-32.7451
-23.887,-33.5436,-32.7451
-23.887,-33.5436,-32.7451
-23.887,-33.5436,-32.7451
-23.887,-33.5436,-32.7451
-23.887,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-24.6855,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.0909,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-32.7451
-25.4964,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-30.7302
-25.0909,-33.5436,-28.7153
-25.0909,-33.5436,-28.7153
-25.0909,-33.5436,-28.7153
