false,true
0.934132,0.0658683
0.936128,0.0638723
0.938124,0.0618762
0.94012,0.0598802
0.942116,0.0578842
0.942116,0.0578842
0.942116,0.0578842
0.942116,0.0578842
0.944112,0.0558882
0.946108,0.0538922
0.948104,0.0518962
0.9501,0.0499002
0.952096,0.0479042
0.954092,0.0459082
0.956088,0.0439122
0.958084,0.0419162
0.96008,0.0399202
0.962076,0.0379242
0.964072,0.0359281
0.966068,0.0339321
0.968064,0.0319361
0.97006,0.0299401
0.972056,0.0279441
0.974052,0.0259481
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.976048,0.0239521
0.978044,0.0219561
0.98004,0.0199601
0.982036,0.0179641
0.984032,0.0159681
0.986028,0.0139721
0.988024,0.011976
0.99002,0.00998004
0.992016,0.00798403
0.994012,0.00598802
0.996008,0.00399202
0.998004,0.00199601
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
