false,true
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00598802,0.994012
0.00798403,0.992016
0.00798403,0.992016
0.00798403,0.992016
0.00998004,0.99002
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.011976,0.988024
0.0139721,0.986028
0.0159681,0.984032
0.0179641,0.982036
0.0199601,0.98004
0.0219561,0.978044
0.0239521,0.976048
0.0259481,0.974052
0.0279441,0.972056
0.0299401,0.97006
0.0319361,0.968064
0.0339321,0.966068
0.0359281,0.964072
0.0379242,0.962076
0.0399202,0.96008
0.0419162,0.958084
0.0439122,0.956088
0.0459082,0.954092
