run 0,run 1,run 2
-27.9292,-31.1357,-27.5113
-27.9292,-33.556,-27.5113
-27.9292,-33.556,-27.5113
-27.9292,-31.5287,-27.5113
-27.9292,-27.9292,-27.9292
-27.9292,-27.9292,-27.9292
-27.9292,-27.9292,-27.9292
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-22.6706,-22.6706,-22.6706
-23.887,-23.887,-23.887
-23.887,-23.887,-23.887
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-19.4765,-19.4765,-19.4765
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
-18.6532,-18.6532,-18.6532
